,tag,text
527,2,Pięta był żałosny i przed ujawnieniem romansu.
528,2,"@anonymized_account Gdyby lud nie był ciemny, to nie byłoby skurwysynów w koloratkach."
529,2,@anonymized_account Kto zniósł progresję? Nie Pisdzielstwo
530,2,KAIN TEŻ ZABIŁ BRATA ALE NIE ŚWIĘTOWAŁ TEGO CO MIESIĄC I NIE STAWIAŁ POMNIKÓW NA TĘ OKOLICZNOŚĆ.
531,1,"@anonymized_account @anonymized_account Jakby On miał dostać wpierdol, to co Ty musiałbyś dostać?"
532,1,@anonymized_account @anonymized_account Wystarczy wsadzić przeciwnikowi palec w dupe i już można zostać legendą 😂
533,2,@anonymized_account @anonymized_account Polacy katolicy są niezastąpieni w swojej wredności i załganiu.
534,2,PO i Nowoczesna przeciw   degradacji zbrodniarzy  komunistycznych.PSL im wtóruje. Żałosne i kompromitujące .#Woronicza17
535,2,"@anonymized_account To tak jak z Komoruskim, też miał \n70% i padł , o sorry spuścili go w kiblu😂😂😂😂😂😂😂😂😂😂😂😂"
536,2,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Pisdzielstwo juz sie nie podniesie, mentalnościowy odjazd już męczy wlasnych wyborców"
537,2,@anonymized_account @anonymized_account @anonymized_account Ani się nie obejrzysz jak ślad po was nie zostanie.
538,1,"@anonymized_account wiem, ale następnym razem mi powiedz wychodząc, że idziesz do TV to Ci go obleje niechcący kawą czy coś."
539,2,A wiecie czemu jadę na tą szmatę ludzka @anonymized_account bo pluł na @anonymized_account i robił to jak szmata ludzka
540,2,"@anonymized_account Pani tweet nosi znamiona desperacji, żeby z g...a bat ukręcic..."
541,1,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account A co ten chuj może wiedzieć, niech idzie do stylisty i nie pordolib"
542,1,"@anonymized_account Ze złością, acha, cha cha, ale ci w mózg wypaliło"
543,1,"@anonymized_account Przeżyć dzień, pobić go, żucić na matę, przydusić i odebrać piłkę, ale ty wolałeś się najbać, powinszować"
544,2,@anonymized_account Taki jak I z Ciebie redaktor. Swój warty swego.  Tfu
545,1,"@anonymized_account Jak wygrasz w sadzie z królową, uznam że jesteś wiarygodny, póki co następny czubek"
546,2,@anonymized_account @anonymized_account A w mieście Łodzi ciemnogród. Ciemnota że ręce opadają.Jak długo jeszcze??
547,1,"@anonymized_account @anonymized_account Ona nie myśli, bo żeby myśleć trzeba mieć mózg."
548,1,Moja simka znalazła sobie sugar daddy a tu taka niespodzianka bo staruch nie chce umrzeć po ślubie
549,2,@anonymized_account @anonymized_account @anonymized_account I znowu dwaj kretyni z TVP info
550,2,"Ludzie galarety, trzęsące sie, płaczące na pochodach, są różni ludzi ale nie oddajmy takim władzy,  płaczki polaczki"
551,1,@anonymized_account @anonymized_account Te dwie kurwy nigdy się nie mylą
552,1,"@anonymized_account @anonymized_account ty gościu już.nie tweetuj, bo ci znowu jakaś dupa wyjdzie."
553,1,@anonymized_account @anonymized_account Obie te kobiety mógłby ktoś poruszyć. Może ich mózgi potem zaczęłyby normalnie pracować.
554,2,"@anonymized_account Nie bądź całe życie śmieciem, zacznij być panem, jak potrafisz"
555,1,@anonymized_account Kopią swojego po głowie. Rzeczywiście genialne.
556,2,"@anonymized_account Przestań ćpać haszysz, jest życie poza marszem"
557,2,"@anonymized_account Jesteś obrzydliwy, zasługujesz na 1 miejsce w kat. Bot roku"
558,2,"Jutro 25°, jutro nie będzie pisdzielstwa, przez które przegrywamy"
559,2,"Kurwa nikt nic nie pamięta, szczuli Lech, Ziobro, Jarosław napędzali tą machinę pierwsi"
560,2,@anonymized_account Chyba że @anonymized_account przestraszy się gołej dupy
561,2,@anonymized_account Masz faszystowskie zabędy. Oczekuję swastyki w profilowym
562,1,"Hahaha idziesz na dno endeku, caly dziennikarski swiat cie skreślił"
563,2,@anonymized_account Ja jebe Tomek no to już ładnie Ci odpierdoliło 🤣🤣🤣🤣🤣
564,1,"@anonymized_account Ostra ziomalka, ale nie dla charakternych ziomków, wypier z warszawy"
565,2,@anonymized_account Pan Prezydent może sobie wyłącznie kupę zrobić.
566,2,"@anonymized_account Twierdzi, że feministki o siebie nie dbają, cytuję: są zapyziałe"
567,1,@anonymized_account @anonymized_account I ty masz czelność kogokolwiek pouczać? Najpierw pokorą i służba a potem uwagi do innych.
568,1,@anonymized_account Bardzo dobrze. Na piechotę pisfani. Wybraliście sobie PiS to macie.
569,2,"@anonymized_account Jak sie całe pisdzielstwo cieszy, aby wsadzić do ciupy, jakie to jest prymitywne zresztacjak całe pisdzielstwo"
570,1,@anonymized_account @anonymized_account @anonymized_account  chory z urojenia.Stan umysłu równia pochyła
571,1,@anonymized_account czy Pan Panie Karski zapomniał zażyć swoje tabletki
572,2,@anonymized_account @anonymized_account te dzieci mają po 30 lat i są murzynami z Erytrei - każdy chce ich się pozbyć
573,1,"@anonymized_account @anonymized_account @anonymized_account Wzór, za chowanie pod dywan klechów pedofili z całego świata?"
574,2,@anonymized_account A nastepni będą tacy jak Terlikowski spędzający czas w kolejce do psychiatry.
575,2,"@anonymized_account Ciesz się, a nie szydzisz, prostaczku"
576,2,"@anonymized_account @anonymized_account @anonymized_account weź nie oslabiaj, ten człowiek nie wie komu obciągać bardziej niż @anonymized_account"
577,1,@anonymized_account A ten Rozpłochowski to dalej z SB współpracuje czy już ze służbami PiSu?
578,2,nadeszła wiekopomna chwila ustawa degradacyjna weszła w życie a generał Jaruzelski zostanie szeregowcem ! #woronicza17
579,2,"@anonymized_account 100% koniec pisdzielstwa, może pora zróżnicować followersow"
580,1,"@anonymized_account No tak, to wyzywanie jej jest najlepszym pomysłem xd ahhh życie zazdrosnych fanek jest takie inspirujące 😂😂"
581,2,"zapraszam na wesele jak wyspiański, wesoła szanta, koledzy @anonymized_account @anonymized_account tylko nie pierdol"
582,1,@anonymized_account @anonymized_account Czyli tylko dlatego nie napiszesz o konkretach 😂 dziękujemy łaskawco inaczej bylibyśmy już pogrążeni
583,1,"@anonymized_account No jak się przegląda twetera to się nie dziwię, ale tak żeby widzieć w tym przyjemność to trochę chore i masochistyczne😁😁😁😀😁"
584,1,"@anonymized_account Obrzydliwe jest epatowanie na każdym  żołnierzami, co te pokolenie wie o wojnie, kur wie lepiej"
585,1,"@anonymized_account co chcesz zjebie, o co ci chodzi"
586,1,"Dwa klikniecią  i go nie widzę, żegnaj odklejeńcu mózgowy"
587,1,"@anonymized_account to banuj mądralo, wtedy nie napiszę"
588,1,"@anonymized_account @anonymized_account @anonymized_account Jasne, przecież takiego debila rzadko można zobaczyć, więc dla niektórych to atrakcja jak dwugłowa małpa."
589,1,"@anonymized_account Tłumoku, jesteś niedouczonym imbecylem. A podobno żyjesz w kraju, w którym powstało święto 1 maja."
590,1,@anonymized_account Twój dziadek ma młodsze dziewczy? bo mój ma żonę młodszą o 20 lat xd
591,2,"@anonymized_account @anonymized_account w amoku, ich odklejonych muzgów nikt nie zatrzyma @anonymized_account @anonymized_account , obornik"
592,1,@anonymized_account Tylko co Zbyszek B. Powie po dzisiejszym meczu zbyszku podaj się do dymisji przecież dramat co odjebaliscie
593,2,"@anonymized_account @anonymized_account @anonymized_account A jak inaczaj nazwać, może dzika horda niebywale pazerna na kasę"
594,1,@anonymized_account To jest chore śmierc wrogom ojczyzny
595,2,@anonymized_account @anonymized_account Proponuję wprowadzić karę obcięcia kutasa kościelnym pedofilom. Zgoda?
596,2,"@anonymized_account Aż tak głupi jesteś, nie pierdol"
597,1,@anonymized_account @anonymized_account @anonymized_account 🤣😂🤣😂🤣😂🤣😂🤣 ale ty idiota jesteś
598,1,@anonymized_account Zamówiłeś już kolejkę do psychiatry? Tak wygląda frustracja niespełnionego starca.
599,1,Wyglądasz jakbyś codziennie pił - świadoma  opłata za wieczory
600,2,"@anonymized_account @anonymized_account @anonymized_account Jak narazie widać tylko to, że wasz interes jest najważniejszy. Banda złodziei i hipokrytów."
601,2,@anonymized_account Bardzo dobre rozwiązanie👌Sieje Pani Poseł tylko zamęt.
602,2,@anonymized_account @anonymized_account A przecież to PiS  podobno szerzy  mowę nienawiści. A Kod i ORP miłość bliźniego. Ja pi...le co za obłęd.
603,2,@anonymized_account Ty parchu od heheszków z zagłady
604,2,"@anonymized_account zjeby mówią że nie chodziło fizycznie o gotówkę, kurwa zero godności"
605,2,"@anonymized_account Ale ty pierdolisz, i tak codziennie"
606,2,@anonymized_account @anonymized_account Każdy komentarz Terlikowskiego to idiotyzm delikatnie mówiąc.
607,2,@anonymized_account @anonymized_account @anonymized_account Nakarmcie go bo mu do pierwszego nie starcza.
608,1,"Bierz chłopie, śmierdzi jak mówisz na kilometr"
609,1,"@anonymized_account @anonymized_account @anonymized_account Cios w leb może tylko wyleczyć, taki aż zaboli"
610,2,"Psychopaci słuchają \""Lose Yourself\"" Eminema. Tak właśnie myślałem 😎😛\nhttps://t.co/gR9sIaJPZy"
611,2,@anonymized_account Czy wy debile rozumiecie co publikujecie?
612,2,@anonymized_account Nie największą konpromitacją w powojennej historii to był Pana udział w obalaniu Premiera Olszewskiego. #NocnaZmianaPamiętamy
613,1,@anonymized_account Witaj Wonder!😁😁😁Czyżby kobieca zazdrość po wczorajszym zdjęciu?😁😁😁😁😀😀😀
614,1,"@anonymized_account Zgadzam się, jest prosta różnica. Popatrz w lustro to zobaczysz dupka."
615,2,"@anonymized_account @anonymized_account Profesor od glupoty, jak być głupszym"
616,1,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Nikt cię nie czyta, za cienki trolek jesteś"
617,1,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Piotrek pytał, czy się Ivan do tego tematu odnosił."
618,2,@anonymized_account @anonymized_account @anonymized_account Nie zapomnij nakolanników karykaturo prezydenta.
619,2,@anonymized_account @anonymized_account Hehe Cracovia dzis nieznaczy nic w Krakowie ale nawet jak coś znaczyla to i tak miała kompleks Wisły.
620,1,"@anonymized_account @anonymized_account Ale tą są chamy bez traktorów, pisdzielstwo z miasta, cham jebany od marketingu końmi chce się zajmować,"
621,1,"@anonymized_account @anonymized_account @anonymized_account Widzę, że o debili tu nie problem. Co drugi prawy za  takiego robi."
622,2,"Lubnauer: PiS już się zbliża, już puka do naszych drzwi ale zapomniała, że ciąg dalszy jest taki: pobiegnę go przywitać z radości serce drży"
623,1,@anonymized_account Moja katechetka była lesba XDD
624,2,"Swoją drogą to ciekawe jak można nie mieć żadnych wątpliwości, pisdzielce to geniusze"
625,2,"@anonymized_account @anonymized_account Ciekawy jestem kto będzie tym pierwszym, który, przy kolejnym wypowiedzianym kłamstwie da Ci po prostu w mordę."
626,2,@anonymized_account @anonymized_account Bojówek? To teraz tak nazywacie niepisowska cześć społeczeństwa? To ja was będę nazywał #bandaskurwysynowizlodziei
627,1,@anonymized_account Ciekawe w jaki sposób Nurowska okazuje panu profesorowi swoje poddaństwo. Pachnie mi tu sexem oralnym.😁😁😁😁
628,2,@anonymized_account @anonymized_account Zacząłeś robić za prymasa pajacu?
629,2,"@anonymized_account Popyt podaż, ale kur wie lepiej"
630,1,"@anonymized_account Trust me, gdyby był trochę młodszy i miał trochę więcej kasy to dawno by się jej pozbył bo traktuje ja okropnie"
631,1,@anonymized_account @anonymized_account Chcesz jeszcze coś dodać inteligencie o IQ na poziomie temperatury własnego ciała?
632,1,@anonymized_account @anonymized_account Zebrało się stowarzyszenie sierot po komunie i pierdoli smutki o przeszłości.
633,1,@anonymized_account @anonymized_account Widać nie tylko w tych sprawach jest desperatem skoro nawet o followersów prosi 😂
634,1,@anonymized_account Głupi gnój nie wie że to się nie sprawdza.Ale za to wróci do niego. @anonymized_account 👍👍👍👍👍
635,2,"@anonymized_account Gdybyście z najebanymi górnikami z łańcuchami, albo z kibicami w kominiarkach, śmierdzisz z daleka"
636,2,"@anonymized_account @anonymized_account @anonymized_account odblokuj @anonymized_account w imię Jarkacza, szak to kawał jest kutasa"
637,1,@anonymized_account @anonymized_account @anonymized_account No to musimy ich sprowokować :D
638,2,"Wyścig o Plastusiowego Debila trwa.Walka jest zażarta. Walczą: Piasecki, Wielowiejska,Kidawa-Błońska,Król,Czuchnowski. Kto zwycięży?😁😁😁"
639,2,@anonymized_account To jest bałwochwalstwo. Kupa betonu albo metalu sprofanowana..... To jest chore.
640,1,@anonymized_account @anonymized_account Tym.razem zakończymy ta dyskusje bo szkoda mi czasu na gawędy o niczym z debilem.
641,2,@anonymized_account Pan Kocha Polskę HAHA tak jak te obywateleUB ciemnota z KODu... Itp
642,2,"@anonymized_account @anonymized_account @anonymized_account Rozumiem, że jutro w sejmie powie to pani protestującym. Załgane  pisowskie skurwysyny."
643,2,@anonymized_account @anonymized_account Znowu się czegoś nacpałeś i bredzisz
644,2,@anonymized_account Taki motłoch został uaktywniony przez prymitywów z PiSu.
645,1,@anonymized_account @anonymized_account @anonymized_account Kura ma jeden zwój mózgowy. Ta osoba ma dwa.
646,1,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Faszyzujący ultras, plujący jadem, zajebał bym mu kopa w dupę najchętniej"
647,2,"@anonymized_account Boję się Pana, skrajnie zidealizowany, teraz na bogs po mordzie się poobijać, limo pod oczami to chluba"
648,1,"@anonymized_account @anonymized_account Chuj nie ważne, 3 razy przeczytałem i kurwa to samo, mogłeś innych argumentów użyć dla takich jak ja"
649,2,@anonymized_account @anonymized_account Dusić do ostatniego oddechu. Brawo. Gratuluję.
650,2,"No i  rozjebaliśmy pisdzielców, jak tego tetrzebowałem"
651,2,@anonymized_account @anonymized_account Łżesz jak pies. Nie spełniliście niczego i publicznie kłamiecie. Nie ma żadnej decyzji w tej sprawie.
652,1,@anonymized_account @anonymized_account Same k****a przypadki.Jakie to żałosne.
653,2,"@anonymized_account @anonymized_account mało wiem o świecie, na cmentarzu Bona obciągała  staremu Morawieckiemu?"
654,2,@anonymized_account Kolejny debilny sukience. Ich seksualne obsesje zaczynają przybierać absurdalne rozmiary
655,2,"@anonymized_account @anonymized_account Normalny Polak za granicą złego słowa nie powie na swój kraj, sprzedajna świnia tak."
656,2,"Banda patafianów z Caballero na czele na boisku, a zmieniamy Aguero na Higuaina. Drugi do zmiany Pavon. 😂"
657,2,@anonymized_account Robisz się groteskowy chłopie. Taki dyżurny primitywny funkcjonariusz partyjnej propagandy.
658,2,@anonymized_account Daruj sobie chłopie. Dno przebiłeś już dawno.
659,2,@anonymized_account @anonymized_account Co to za jakiś nowy kretyn smoleński? Jakoś nie był specjalnie aktywny do tej pory....
660,1,"@anonymized_account A ja bym to tak ujął: Kto krzyżem wojuje, na krzyżu ginie😁"
661,1,@anonymized_account @anonymized_account @anonymized_account Idź się leczyć sieroto po komunie.
662,2,"PODAJ DALEJ ten tweet, a oddasz głos na udział Marcina Gortata w meczu gwiazd NBA:\n\nMarcin Gortat @anonymized_account #NBAVote\n\nJutro kolejny i nowy RT"
663,2,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account nie ma lekarzy, nie ma sądów, nic nie ma ale  jest pisdzielstwo"
664,2,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Był taki jeden, co do dziennikarza powiedział \""spieprzaj dziadu\"". Pisowskie gnojki."
665,2,"@anonymized_account Za wyprzedanie Narodu, mordowanie ludzi przyjdzie czas zapłaty. Życzymy sobie właśnie tego - SPRAWIEDLIWOŚCI!!!!"
666,2,"@anonymized_account Ty już robiłeś swoje reformy,wiec lepiej się zamknij."
667,2,"@anonymized_account Mistrz od wkurwiania się odezwał, bot roku 2015, 2016, 2917,2018,2019 ...."
668,2,"@anonymized_account Zrezygnował? Wyjebali go wreszcie, tylko trzeba to było jakoś sprytnie zrobić, żeby nie było, że opozycja miała rację."
669,2,"Nic kurwa poczucia humoru wyzywają babcię Herod @anonymized_account a mnie rozbawiła, hahaha, gdzie opiekun @anonymized_account"
670,2,"@anonymized_account Tego katolickiego podejścia w zakrystii albo na plebanii, czy na kolanach u katechety?"
671,2,"@anonymized_account Tępaki, mieli podgląd ale same głupki"
672,2,"@anonymized_account To już tak nisko upadliście, że musicie się podpierać takimi tekstami? Żenada."
673,2,"@anonymized_account Widzisz, i to jest różnica między człowiekiem inteligentnym a kimś, komu apaszka odcina dopływ tlenu w do mózgu."
674,2,@anonymized_account Pasujecie do siebie antypolskie kanalie.
675,2,"@anonymized_account @anonymized_account Rachoń Jak zwykle manipuluje, taki to już pajac"
676,1,"@anonymized_account @anonymized_account @anonymized_account Tak było instastory i powiedział, że trener to chuj i nie zna angielskie. Ludzie..."
677,1,"@anonymized_account Można być też debilem, choćby i w zielonym"
678,2,"Morawiecki senior robi w trąbę zmarłych, syn żywych. Taki podział ról."
679,1,@anonymized_account To przy następnej próbie wyciagania czegoś z kontekstu włącz myślenie.
680,1,@anonymized_account Patrzymy na was @anonymized_account z pożądaniem😁😁😁
681,1,"@anonymized_account I tak oto chrześcijańska patriotka i katoliczka została antysemitką wkładając kij w mrowisko😁😁😁😁😁. Oj nie ładnie,nie ładnie!😁😁😁"
682,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account Odpierdolcie się.od samorządów a będą się bogacić
683,2,"@anonymized_account Przeprosili, bo tak się zachowują cywilizowani ludzie. A nie jak @anonymized_account i jego propisowskie miernoty."
684,2,"@anonymized_account @anonymized_account Socjologia - dobre narzędzie, jedno z tych, wykorzystywanych do robienia przez KK ludziom wody z mózgu."
685,2,"@anonymized_account @anonymized_account Jasne, całe życie będzie grał wariata za miliony z budżetu."
686,2,"@anonymized_account Co za jełop z tego typa, brak słów. Przemawia do idiotów ale jest ich coraz mniej."
687,2,@anonymized_account @anonymized_account @anonymized_account A kiedy ty zdasz egzamin na zwrot ukradzionej kasy za kilometrówki?
688,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account O czym ty będziesz pajacu?
689,2,"@anonymized_account Elo swastyka na ryju kiedy będzie, sorry że ciągle pytam?"
690,1,@anonymized_account Wy to jednak jesteście upośledzeni.
691,2,Prowokator B.Budka żali się na słowa PJK po swoim wystąpieniu w sejmie.Niech się cieszy że nie dostał w mordę bo mu się należało.
692,1,@anonymized_account @anonymized_account Wyszkowski weź pigułkę bo ci jebie
693,2,@anonymized_account Guru Michalkiewicz wciąż czeka na wizytę u psychiatry?
694,2,"W IPN, w tym jebanym trzonie, gosopodarność taki chuj, doją, nepotyzm, szmal, narodowcy spod @anonymized_account @anonymized_account"
695,1,"@anonymized_account Jesteś ćpunem że wiesz, wciągnij i sprawdź"
696,2,@anonymized_account A czy jest tam egzorcysta? Bo widzę aktorkę Stalinowską😀😀
697,1,"@anonymized_account @anonymized_account Te \"" wykrztalcony'' wiesz co to ortografia baranie."
698,2,"@anonymized_account Jak tam sprawa w sądzie przeciwko GB  w sumie dwie bo i z panem Stola, ty czubku"
699,1,@anonymized_account @anonymized_account @anonymized_account @anonymized_account Był testowany to zagrał więcej minut. Używaj czasem mózgu.
700,2,@anonymized_account Ten śmieszny Pan od Kukiza też potem powie że Kukiz15 nie jest przybudówką PiSu ?
701,2,"@anonymized_account Jeju, kobieto zamilcz, Ty o tym samym 3 po 3, słuchać się nie da"
702,2,@anonymized_account @anonymized_account kolejny PiSowski debil idący w zaparte.
703,2,"@anonymized_account Jak pisdzielstwo 98% wymieniło to co się dziwisz parchu  , polaku złoty ptaku"
704,1,"@anonymized_account Teraz @anonymized_account Radko potwierdziłeś, jesteś chujem z górnej pólki, ban kutasiarzu"
705,1,Dziwne. ? Dlaczego tych pieniędzy nie włożył  do portfela który trzymał w ręku. Zwykły złodziej !!!
706,1,@anonymized_account @anonymized_account @anonymized_account Lecz się póki nie jest za późno
707,2,"@anonymized_account @anonymized_account @anonymized_account Śmierdzi mu gównem z gęby, ale twardo mówi że pachnie, nie wiem co nim jest"
708,2,"@anonymized_account @anonymized_account A idźcie, najlepiej w pizdu."
709,2,"@anonymized_account Brakuje tlenu, mi brakuje odkąd pis przejął władzę"
710,2,"@anonymized_account @anonymized_account Już był taki jeden co machał rączkami. Kaszpirowski się nazywał i też tak bredził jak ty.\nRęce, które leczą....."
711,2,@anonymized_account Moim zdaniem to jesteś sfrustrowanym człowieczkiem przez pomyłkę kiedyś nazwanym dziennikarzem.
712,1,@anonymized_account Ja też nazywam. I jeszcze nacjonalistyczną hołotą niegodną tego miejsca.
713,1,@anonymized_account To opublikuj ty załgana mendo pisowska. Łżesz jak całe twoje środowisko.
714,2,@anonymized_account By ci kurwa zabrali te wifi pajacu
715,2,"@anonymized_account Znalazła pani już na siebie pomysł po wyborach ? Bo to ,że nie będzie już pani posłem to wiemy"
716,2,"W tym kraju nie ma Żydów,  a jest pisdzielstwo"
717,2,@anonymized_account @anonymized_account Co tu robi @anonymized_account ? Co to za dzban misiaczku?
718,1,@anonymized_account I pretensje do wszystkich tylko nie do siebie chłopie ty masz grać a nie płakać a jak ci się niepodoba to dyryguj gdzie indziej
719,1,@anonymized_account Jesteś chory na odklejenie mózgowe
720,1,@anonymized_account @anonymized_account @anonymized_account Jeśli to prawda to niech spi....la.\n.
721,1,"@anonymized_account @anonymized_account człowieku, ciebie popierdoliło i poszedłeś do PiSu, czy poszedłeś do PiSu i cię popierdoliło?"
722,1,@anonymized_account Kolejne kłamstwo. Ale po to zrobiliście sobie sakrament pokuty.
723,1,"@anonymized_account @anonymized_account Widzę, że wybujałe ego zasłania ci pole widzenia."
724,2,"@anonymized_account @anonymized_account I co, mamy się kurwa cieszyć że nas podusicie? Banda debili."
725,2,"@anonymized_account Idźcie, oby jak najdalej od Polski."
726,2,@anonymized_account w politykę to sie bawi Pierwsza Prezes SN....nie zauważyła Pani????
727,2,@anonymized_account @anonymized_account A poseł Szczerba z tym dziwnym wyrazem oczu już się urodził😁
728,2,@anonymized_account Ten przypadek nazywa schizofrenia paranoidalna😁😁😁
729,2,Jaruzelski i Kiszczak już dawno powinni zostać zdegradowani aby nie mogli zostać pochowani na Powązkach z wojskowymi honorami!\n#Woronicza17
730,2,@anonymized_account @anonymized_account Łżesz jak bura suka kutasie
731,2,@anonymized_account Kilkadziesiąt godzin analiz i pominął Bolka i Komorowskiego. dziennikarzyna sprzedawczyk
732,2,"@anonymized_account 50 % poparcia a ten się trzesie cały czas, nie bój jeszcze się nachapiesz i napsujesz krwi"
733,1,@anonymized_account Idiota?? Może też.Ale przede wszystkim historyczny ignorant i analfabeta. Polemika z takim to strata czasu.
734,2,@anonymized_account Niech obniży swoim pisowskim złodziejom stary kretacz i sklerotyk.
735,1,@anonymized_account @anonymized_account @anonymized_account A kto ci wierzy pisowski oszuście?
736,2,@anonymized_account To zbyt trudne dla miałkich intelektualnie wszechpolaków. A poza tym mocno ogranicza ilość sensownych okrzyków na marszach.
737,2,@anonymized_account Jest tych debili tutaj trochę
738,1,@anonymized_account @anonymized_account @anonymized_account Hi hihi a co ty za baran jesteś?
739,2,Lesbijka z Irlandii podle atakuje prawdziwie chrześcijański Rząd najjaśniejszej Rzeczypospolitej. Co za podłość...
740,2,@anonymized_account @anonymized_account @anonymized_account @anonymized_account Bo nie ma większego prymitywa niż @anonymized_account . Super macie kandydata na prezydenta.
741,2,@anonymized_account A ty jakim jesteś dziadygą pajacu?
742,1,@anonymized_account Hehehehehe.A pani@anonymized_account jak zwykle w gigantycznej formie intelektualnej😁😁
743,2,@anonymized_account @anonymized_account Najlepiej będzie jak się kutasie od nas odpierdolisz razem z twoimi kolegami z PiSu
744,1,@anonymized_account @anonymized_account Raczej ma problem z głową. Tak jak Ty i Tobie podobni.
745,2,"@anonymized_account Zjeby idą na starcie, żadnych ustępstw, żadnych wątpliwości"
746,2,"Z sądu korzystał co 5 Polak z tego połowa jest zadowolona. Skąd niechęć  do sadow, z pisdzielskie szczucia, podobnie jak do uchodźców"
747,1,@anonymized_account I słusznie.  Zakompleksieni malkontenci nie muszą oglądać😁😀😀
748,2,@anonymized_account Między innymi dzięki takim propagandzistom pisowskim jak ty.
749,2,Premier @anonymized_account w @anonymized_account PSL i PO wyprzedawali polską ziemię.
750,2,Proponuję pozbawić obywatelstwa polskiego i objąć zakazem powrotu do Polski wszystkie te euromendy jak im się skończy kadencja w UE
751,2,"@anonymized_account Zwycięstwa kogo?, czego? Bandy schizoli nad rozumem?"
752,2,"@anonymized_account @anonymized_account Tobie nie dorównam w głupocie. No i co z tego, że sobie tak zapowiedział ? To jest jego zasrany obowiązek."
753,1,"@anonymized_account @anonymized_account Mentalnościowo murzyn do kwadratu, dlatego taki czarny"
